Scientific Name,USDA SYMBOL,CoC Region,CVal Orig,CVal New
RUBUS IDAEUS,RUID,82,2,2
RUBUS IDAEUS,RUID,83,2,2
RUBUS IDAEUS,RUID,83,2,2
RUBUS IDAEUS,RUID,MI,NA,2
RUBUS IDAEUS,RUID,MN,NA,3
RUBUS IDAEUS,RUID,WI,3,3
RUBUS IDAEUS SSP. IDAEUS,RUIDI,58,2,2
RUBUS IDAEUS SSP. IDAEUS,RUIDI,82,2,2
RUBUS IDAEUS SSP. IDAEUS,RUIDI,83,NA,2
RUBUS IDAEUS SSP. STRIGOSUS,RUIDS2,58,2,2
RUBUS IDAEUS SSP. STRIGOSUS,RUIDS2,58,2,2
RUBUS IDAEUS SSP. STRIGOSUS,RUIDS2,59,2,2
RUBUS IDAEUS SSP. STRIGOSUS,RUIDS2,MI,NA,2
RUBUS IDAEUS SSP. STRIGOSUS,RUIDS2,MN,3,3
RUBUS OCCIDENTALIS,RUOC,58,2,2
RUBUS OCCIDENTALIS,RUOC,58,2,2
RUBUS OCCIDENTALIS,RUOC,59,2,2
RUBUS OCCIDENTALIS,RUOC,59,2,2
RUBUS OCCIDENTALIS,RUOC,61,2,2
RUBUS OCCIDENTALIS,RUOC,83,3,3
RUBUS OCCIDENTALIS,RUOC,83,3,3
RUBUS OCCIDENTALIS,RUOC,IN,1,1
RUBUS OCCIDENTALIS,RUOC,MN,NA,2
RUBUS OCCIDENTALIS,RUOC,WI,2,2
RUBUS PARVIFLORUS,RUPA,WI,7,7
RUBUS PENSILVANICUS,RUPE3,59,3,3
RUBUS PENSILVANICUS,RUPE3,59,3,3
RUBUS PENSILVANICUS,RUPE3,61,2,2
RUBUS PENSILVANICUS,RUPE3,IN,5,5
RUBUS PHOENICOLASIUS,RUPH,58,NA,0
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,58,6,6
RUBUS PUBESCENS,RUPU,59,6,6
RUBUS PUBESCENS,RUPU,82,6,6
RUBUS PUBESCENS,RUPU,83,8,8
RUBUS PUBESCENS,RUPU,83,8,8
RUBUS PUBESCENS,RUPU,MI,4,4
RUBUS PUBESCENS,RUPU,MN,NA,6
RUBUS PUBESCENS,RUPU,WI,7,7
RUBUS PUBESCENS VAR. PUBESCENS,RUPUP2,MN,NA,6
RUBUS SETOSUS,RUSE,58,3,3
RUBUS SETOSUS,RUSE,58,3,3
RUBUS SETOSUS,RUSE,MN,7,7
RUBUS SETOSUS,RUSE,WI,NA,1
RUBUS TRIFIDUS,1RUBTR,58,NA,0
RUDBECKIA,RUDBE,62,NA,4
RUDBECKIA LACINIATA,RULA3,MN,NA,4
RUDBECKIA LACINIATA VAR. LACINIATA,RULAL,MN,NA,4
RUMEX,RUMEX,58,NA,Und
RUMEX,RUMEX,83,NA,5
RUMEX,RUMEX,MI,NA,Und
RUMEX,RUMEX,MN,NA,Und
RUMEX ACETOSELLA,RUAC3,MI,0,0
RUMEX ALTISSIMUS,RUAL4,59,6,6
RUMEX ALTISSIMUS,RUAL4,WI,2,2
RUMEX CRISPUS,RUCR,58,NA,0
RUMEX CRISPUS,RUCR,59,NA,0
RUMEX CRISPUS,RUCR,61,NA,0
RUMEX CRISPUS,RUCR,61,NA,0
RUMEX CRISPUS,RUCR,MI,0,0
RUMEX CRISPUS,RUCR,MN,NA,0
RUMEX CRISPUS,RUCR,WI,0,0
RUMEX CRISPUS SSP. CRISPUS,RUCRC,MN,NA,0
RUMEX OBTUSIFOLIUS,RUOB,58,NA,0
RUMEX OBTUSIFOLIUS,RUOB,59,NA,0
RUMEX OBTUSIFOLIUS,RUOB,59,NA,0
RUMEX OBTUSIFOLIUS,RUOB,59,NA,0
RUMEX OBTUSIFOLIUS,RUOB,83,0,0
RUMEX OBTUSIFOLIUS,RUOB,MI,0,0
RUMEX ORBICULATUS,RUOR2,58,6,6
RUMEX ORBICULATUS,RUOR2,59,4,4
RUMEX ORBICULATUS,RUOR2,59,4,4
RUMEX ORBICULATUS,RUOR2,82,5,5
RUMEX ORBICULATUS,RUOR2,83,7,7
RUMEX ORBICULATUS,RUOR2,IN,NA,5
RUMEX ORBICULATUS,RUOR2,MI,9,9
RUMEX ORBICULATUS,RUOR2,MN,6,6
RUMEX ORBICULATUS,RUOR2,WI,8,8
RUMEX ORBICULATUS VAR. BOREALIS,RUORB,58,NA,6
RUMEX ORBICULATUS VAR. BOREALIS,RUORB,59,NA,4
RUMEX ORBICULATUS VAR. BOREALIS,RUORB,MN,NA,6
RUMEX ORBICULATUS VAR. BOREALIS,RUORB,WI,NA,8
RUMEX VERTICILLATUS,RUVE3,59,7,7
RUMEX VERTICILLATUS,RUVE3,61,6,6
RUMEX VERTICILLATUS,RUVE3,IN,5,5
SAGITTARIA,SAGIT,58,NA,7
SAGITTARIA,SAGIT,58,NA,8
SAGITTARIA,SAGIT,59,NA,8
SAGITTARIA,SAGIT,MN,NA,8
SAGITTARIA BREVIROSTRA,SABR8,IN,NA,3
SAGITTARIA GRAMINEA VAR. GRAMINEA,SAGRG,MN,NA,9
SAGITTARIA LATIFOLIA,SALA2,58,4,4
SAGITTARIA LATIFOLIA,SALA2,58,4,4
SAGITTARIA LATIFOLIA,SALA2,58,4,4
SAGITTARIA LATIFOLIA,SALA2,58,4,4
SAGITTARIA LATIFOLIA,SALA2,59,5,5
SAGITTARIA LATIFOLIA,SALA2,59,5,5
SAGITTARIA LATIFOLIA,SALA2,59,5,5
SAGITTARIA LATIFOLIA,SALA2,59,5,5
SAGITTARIA LATIFOLIA,SALA2,60,4,4
SAGITTARIA LATIFOLIA,SALA2,61,4,4
SAGITTARIA LATIFOLIA,SALA2,62,4,4
SAGITTARIA LATIFOLIA,SALA2,82,5,5
SAGITTARIA LATIFOLIA,SALA2,83,3,3
SAGITTARIA LATIFOLIA,SALA2,83,3,3
SAGITTARIA LATIFOLIA,SALA2,83,3,3
SAGITTARIA LATIFOLIA,SALA2,IN,3,3
SAGITTARIA LATIFOLIA,SALA2,MI,4,4
SAGITTARIA LATIFOLIA,SALA2,MN,3,3
SAGITTARIA LATIFOLIA,SALA2,WI,3,3
SAGITTARIA RIGIDA,SARI,MN,7,7
SALIX,SALIX,58,NA,4
SALIX,SALIX,58,NA,4
SALIX,SALIX,59,NA,4
SALIX,SALIX,82,NA,4
SALIX,SALIX,83,NA,5
SALIX,SALIX,83,NA,4
SALIX,SALIX,MI,NA,4
SALIX,SALIX,MN,NA,4
SALIX,SALIX,WI,NA,4
SALIX AMYGDALOIDES,SAAM2,IN,4,4
SALIX AMYGDALOIDES,SAAM2,MN,5,5
SALIX BEBBIANA,SABE2,58,3,3
SALIX BEBBIANA,SABE2,58,3,3
SALIX BEBBIANA,SABE2,58,3,3
SALIX BEBBIANA,SABE2,59,3,3
SALIX BEBBIANA,SABE2,59,3,3
SALIX BEBBIANA,SABE2,59,3,3
SALIX BEBBIANA,SABE2,82,3,3
SALIX BEBBIANA,SABE2,83,3,3
SALIX BEBBIANA,SABE2,83,3,3
SALIX BEBBIANA,SABE2,MI,1,1
SALIX BEBBIANA,SABE2,MN,6,6
SALIX BEBBIANA,SABE2,WI,7,7
SALIX CANDIDA,SACA4,58,9,9
SALIX CANDIDA,SACA4,83,9,9
SALIX CANDIDA,SACA4,MI,9,9
SALIX CANDIDA,SACA4,MN,9,9
SALIX CANDIDA,SACA4,WI,10,10
SALIX CINEREA,SACI,59,NA,0
SALIX DISCOLOR,SADI,58,3,3
SALIX DISCOLOR,SADI,58,3,3
SALIX DISCOLOR,SADI,58,3,3
SALIX DISCOLOR,SADI,58,3,3
SALIX DISCOLOR,SADI,59,3,3
SALIX DISCOLOR,SADI,61,6,6
SALIX DISCOLOR,SADI,82,3,3
SALIX DISCOLOR,SADI,83,3,3
SALIX DISCOLOR,SADI,83,3,3
SALIX DISCOLOR,SADI,IN,3,3
SALIX DISCOLOR,SADI,MI,1,1
SALIX DISCOLOR,SADI,MN,3,3
SALIX DISCOLOR,SADI,WI,2,2
SALIX ERIOCEPHALA,SAER,58,3,3
SALIX ERIOCEPHALA,SAER,58,3,3
SALIX ERIOCEPHALA,SAER,59,3,3
SALIX ERIOCEPHALA,SAER,83,3,3
SALIX ERIOCEPHALA,SAER,IN,4,4
SALIX ERIOCEPHALA,SAER,MI,2,2
SALIX ERIOCEPHALA,SAER,MN,4,4
SALIX FRAGILIS,SAFR,MI,0,0
SALIX HUMILIS,SAHU2,58,NA,7
SALIX HUMILIS,SAHU2,MN,6,6
SALIX HUMILIS,SAHU2,WI,6,6
SALIX INTERIOR,SAIN3,IN,1,1
SALIX INTERIOR,SAIN3,MI,NA,2
SALIX INTERIOR,SAIN3,MN,2,2
SALIX INTERIOR,SAIN3,WI,2,2
SALIX LUCIDA,SALU,58,5,5
SALIX LUCIDA,SALU,58,5,5
SALIX LUCIDA,SALU,MI,3,3
SALIX LUCIDA,SALU,MN,NA,5
SALIX LUCIDA SSP. LUCIDA,SALUL2,58,NA,5
SALIX LUCIDA SSP. LUCIDA,SALUL2,59,NA,6
SALIX LUCIDA SSP. LUCIDA,SALUL2,82,NA,5
SALIX LUCIDA SSP. LUCIDA,SALUL2,83,NA,5
SALIX LUCIDA SSP. LUCIDA,SALUL2,MN,NA,5
SALIX MACCALLIANA,SAMA12,MN,NA,9
SALIX MYRICOIDES,SAMY2,MI,9,9
SALIX NIGRA,SANI,58,5,5
SALIX NIGRA,SANI,58,5,5
SALIX NIGRA,SANI,59,4,4
SALIX NIGRA,SANI,61,3,3
SALIX NIGRA,SANI,61,3,3
SALIX NIGRA,SANI,82,5,5
SALIX NIGRA,SANI,83,5,5
SALIX NIGRA,SANI,83,5,5
SALIX NIGRA,SANI,IN,3,3
SALIX NIGRA,SANI,MI,5,5
SALIX NIGRA,SANI,MN,4,4
SALIX PEDICELLARIS,SAPE2,82,7,7
SALIX PEDICELLARIS,SAPE2,IN,10,10
SALIX PEDICELLARIS,SAPE2,MI,8,8
SALIX PEDICELLARIS,SAPE2,MN,8,8
SALIX PEDICELLARIS,SAPE2,WI,8,8
SALIX PELLITA,SAPE3,58,7,7
SALIX PETIOLARIS,SAPE5,58,4,4
SALIX PETIOLARIS,SAPE5,58,4,4
SALIX PETIOLARIS,SAPE5,82,3,3
SALIX PETIOLARIS,SAPE5,83,5,5
SALIX PETIOLARIS,SAPE5,83,5,5
SALIX PETIOLARIS,SAPE5,IN,6,6
SALIX PETIOLARIS,SAPE5,MI,1,1
SALIX PETIOLARIS,SAPE5,MN,5,5
SALIX PETIOLARIS,SAPE5,WI,6,6
SALIX PLANIFOLIA,SAPL2,MN,8,8
SALIX PYRIFOLIA,SAPY,58,7,7
SALIX PYRIFOLIA,SAPY,58,7,7
SALIX PYRIFOLIA,SAPY,MI,8,8
SALIX PYRIFOLIA,SAPY,MN,8,8
SALIX PYRIFOLIA,SAPY,WI,7,7
SALIX SERICEA,SASE,58,4,4
SALIX SERICEA,SASE,58,4,4
SALIX SERICEA,SASE,58,4,4
SALIX SERICEA,SASE,58,4,4
SALIX SERICEA,SASE,83,5,5
SALIX SERICEA,SASE,83,5,5
SALIX SERICEA,SASE,WI,10,10
SALIX SERISSIMA,SASE2,83,9,9
SALIX SERISSIMA,SASE2,MI,8,8
SALIX SERISSIMA,SASE2,MN,7,7
SALIX SERISSIMA,SASE2,WI,8,8
SAMBUCUS,SAMBU,58,NA,4
SAMBUCUS,SAMBU,MI,NA,4
SAMBUCUS NIGRA,SANI4,58,4,4
SAMBUCUS NIGRA,SANI4,59,4,4
SAMBUCUS NIGRA,SANI4,62,NA,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,58,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,59,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,59,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,61,3,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,61,3,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,62,3,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,82,NA,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,83,NA,4
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,IN,NA,2
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,MI,NA,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,MN,3,3
SAMBUCUS NIGRA SSP. CANADENSIS,SANIC4,WI,NA,3
SAMBUCUS RACEMOSA,SARA2,58,5,5
SAMBUCUS RACEMOSA,SARA2,62,NA,6
SAMBUCUS RACEMOSA,SARA2,MI,3,3
SANGUINARIA CANADENSIS,SACA13,MN,6,6
SANICULA,SANIC,82,NA,6
SANICULA,SANIC,MI,NA,5
SANICULA,SANIC,MN,NA,5
SANICULA CANADENSIS,SACA15,IN,NA,2
SANICULA CANADENSIS,SACA15,MN,5,5
SANICULA MARILANDICA,SAMA2,MI,4,4
SANICULA MARILANDICA,SAMA2,MN,NA,5
SANICULA ODORATA,SAOD,61,7,7
SANICULA ODORATA,SAOD,IN,2,2
SANICULA ODORATA,SAOD,MI,NA,2
SANICULA ODORATA,SAOD,WI,3,3
SANICULA TRIFOLIATA,SATR4,61,6,6
SARRACENIA PURPUREA,SAPU4,58,8,8
SARRACENIA PURPUREA,SAPU4,58,8,8
SARRACENIA PURPUREA,SAPU4,58,8,8
SARRACENIA PURPUREA,SAPU4,82,7,7
SARRACENIA PURPUREA,SAPU4,MI,10,10
SARRACENIA PURPUREA,SAPU4,MN,NA,10
SARRACENIA PURPUREA,SAPU4,WI,10,10
SARRACENIA PURPUREA SSP. PURPUREA VAR. PURPUREA,SAPUP6,82,NA,7
SASSAFRAS ALBIDUM,SAAL5,58,4,4
SASSAFRAS ALBIDUM,SAAL5,59,4,4
SASSAFRAS ALBIDUM,SAAL5,59,4,4
SASSAFRAS ALBIDUM,SAAL5,IN,1,1
SASSAFRAS ALBIDUM,SAAL5,MI,5,5
SAURURUS CERNUUS,SACE,83,6,6
SAURURUS CERNUUS,SACE,IN,4,4
SAURURUS CERNUUS,SACE,MI,9,9
SAXIFRAGA PENSYLVANICA,SAPE8,58,7,7
SAXIFRAGA PENSYLVANICA,SAPE8,58,7,7
SAXIFRAGA PENSYLVANICA,SAPE8,59,7,7
SAXIFRAGA PENSYLVANICA,SAPE8,MN,7,7
SAXIFRAGA PENSYLVANICA,SAPE8,WI,7,7
SAXIFRAGACEAE,SAXIFR,58,NA,Und
SCHEDONORUS ARUNDINACEUS,SCAR7,61,NA,0
SCHEDONORUS PRATENSIS,SCPR4,MI,NA,0
SCHEUCHZERIA PALUSTRIS,SCPA2,82,8,8
SCHEUCHZERIA PALUSTRIS,SCPA2,MN,NA,10
SCHOENOPLECTUS ACUTUS,SCAC3,59,7,7
SCHOENOPLECTUS ACUTUS VAR. ACUTUS,SCACA,MN,NA,6
SCHOENOPLECTUS ACUTUS VAR. ACUTUS,SCACA,WI,NA,6
SCHOENOPLECTUS AMERICANUS,SCAM6,58,9,9
SCHOENOPLECTUS PUNGENS,SCPU10,59,7,7
SCHOENOPLECTUS PUNGENS VAR. PUNGENS,SCPUP5,WI,NA,5
SCHOENOPLECTUS SUBTERMINALIS,SCSU10,59,9,9
SCHOENOPLECTUS SUBTERMINALIS,SCSU10,82,6,6
SCHOENOPLECTUS SUBTERMINALIS,SCSU10,MN,9,9
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,58,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,59,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,59,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,59,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,59,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,62,4,4
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,83,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,83,5,5
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,IN,NA,4
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,MN,4,4
SCHOENOPLECTUS TABERNAEMONTANI,SCTA2,WI,4,4
SCHOENOPLECTUS TORREYI,SCTO3,83,9,9
SCHOENOPLECTUS TORREYI,SCTO3,WI,9,9
SCIRPUS,SCIRP,58,NA,5
SCIRPUS,SCIRP,59,NA,5
SCIRPUS,SCIRP,83,NA,5
SCIRPUS,SCIRP,83,NA,5
SCIRPUS,SCIRP,MI,NA,4
SCIRPUS ATROCINCTUS,SCAT4,58,4,4
SCIRPUS ATROCINCTUS,SCAT4,58,4,4
SCIRPUS ATROCINCTUS,SCAT4,58,4,4
SCIRPUS ATROCINCTUS,SCAT4,59,5,5
SCIRPUS ATROCINCTUS,SCAT4,82,3,3
SCIRPUS ATROCINCTUS,SCAT4,83,5,5
SCIRPUS ATROVIRENS,SCAT2,58,3,3
SCIRPUS ATROVIRENS,SCAT2,58,3,3
SCIRPUS ATROVIRENS,SCAT2,61,3,3
SCIRPUS ATROVIRENS,SCAT2,83,3,3
SCIRPUS ATROVIRENS,SCAT2,83,3,3
SCIRPUS ATROVIRENS,SCAT2,IN,4,4
SCIRPUS ATROVIRENS,SCAT2,MI,3,3
SCIRPUS ATROVIRENS,SCAT2,MN,4,4
SCIRPUS ATROVIRENS,SCAT2,WI,3,3
SCIRPUS CYPERINUS,SCCY,58,3,3
SCIRPUS CYPERINUS,SCCY,58,3,3
SCIRPUS CYPERINUS,SCCY,58,3,3
SCIRPUS CYPERINUS,SCCY,58,3,3
SCIRPUS CYPERINUS,SCCY,59,4,4
SCIRPUS CYPERINUS,SCCY,59,4,4
SCIRPUS CYPERINUS,SCCY,59,4,4
SCIRPUS CYPERINUS,SCCY,59,4,4
SCIRPUS CYPERINUS,SCCY,60,2,2
SCIRPUS CYPERINUS,SCCY,61,2,2
SCIRPUS CYPERINUS,SCCY,61,2,2
SCIRPUS CYPERINUS,SCCY,62,2,2
SCIRPUS CYPERINUS,SCCY,82,2,2
SCIRPUS CYPERINUS,SCCY,83,4,4
SCIRPUS CYPERINUS,SCCY,83,4,4
SCIRPUS CYPERINUS,SCCY,83,4,4
SCIRPUS CYPERINUS,SCCY,MI,5,5
SCIRPUS CYPERINUS,SCCY,MN,3,3
SCIRPUS CYPERINUS,SCCY,WI,4,4
SCIRPUS HATTORIANUS,SCHA3,58,2,2
SCIRPUS MICROCARPUS,SCMI2,58,4,4
SCIRPUS MICROCARPUS,SCMI2,58,4,4
SCIRPUS MICROCARPUS,SCMI2,58,4,4
SCIRPUS MICROCARPUS,SCMI2,59,5,5
SCIRPUS MICROCARPUS,SCMI2,82,4,4
SCIRPUS MICROCARPUS,SCMI2,83,6,6
SCIRPUS MICROCARPUS,SCMI2,83,6,6
SCIRPUS MICROCARPUS,SCMI2,WI,6,6
SCIRPUS PEDICELLATUS,SCPE3,58,5,5
SCIRPUS PENDULUS,SCPE4,58,3,3
SCIRPUS PENDULUS,SCPE4,83,2,2
SCIRPUS PENDULUS,SCPE4,83,2,2
SCOLOCHLOA FESTUCACEA,SCFE,MN,NA,7
SCROPHULARIA LANCEOLATA,SCLA,62,4,4
SCROPHULARIA LANCEOLATA,SCLA,IN,5,5
SCROPHULARIA LANCEOLATA,SCLA,MI,5,5
SCROPHULARIACEAE,SCROPH,MN,NA,Und
SCROPHULARIACEAE,SCROPH,WI,NA,Und
SCUTELLARIA,SCUTE,58,NA,6
SCUTELLARIA,SCUTE,82,NA,5
SCUTELLARIA,SCUTE,MI,NA,7
SCUTELLARIA GALERICULATA,SCGA,58,5,5
SCUTELLARIA GALERICULATA,SCGA,58,5,5
SCUTELLARIA GALERICULATA,SCGA,58,5,5
SCUTELLARIA GALERICULATA,SCGA,58,5,5
SCUTELLARIA GALERICULATA,SCGA,59,5,5
SCUTELLARIA GALERICULATA,SCGA,59,5,5
SCUTELLARIA GALERICULATA,SCGA,59,5,5
SCUTELLARIA GALERICULATA,SCGA,82,4,4
SCUTELLARIA GALERICULATA,SCGA,83,6,6
SCUTELLARIA GALERICULATA,SCGA,83,6,6
SCUTELLARIA GALERICULATA,SCGA,83,6,6
SCUTELLARIA GALERICULATA,SCGA,MI,5,5
SCUTELLARIA GALERICULATA,SCGA,MN,5,5
SCUTELLARIA GALERICULATA,SCGA,WI,5,5
SCUTELLARIA LATERIFLORA,SCLA2,58,6,6
SCUTELLARIA LATERIFLORA,SCLA2,58,6,6
SCUTELLARIA LATERIFLORA,SCLA2,58,6,6
SCUTELLARIA LATERIFLORA,SCLA2,58,6,6
SCUTELLARIA LATERIFLORA,SCLA2,58,6,6
SCUTELLARIA LATERIFLORA,SCLA2,59,5,5
SCUTELLARIA LATERIFLORA,SCLA2,59,5,5
SCUTELLARIA LATERIFLORA,SCLA2,59,5,5
SCUTELLARIA LATERIFLORA,SCLA2,59,5,5
SCUTELLARIA LATERIFLORA,SCLA2,61,5,5
SCUTELLARIA LATERIFLORA,SCLA2,61,5,5
SCUTELLARIA LATERIFLORA,SCLA2,82,5,5
SCUTELLARIA LATERIFLORA,SCLA2,83,7,7
SCUTELLARIA LATERIFLORA,SCLA2,83,7,7
SCUTELLARIA LATERIFLORA,SCLA2,IN,4,4
SCUTELLARIA LATERIFLORA,SCLA2,MI,5,5
SCUTELLARIA LATERIFLORA,SCLA2,MN,5,5
SCUTELLARIA LATERIFLORA,SCLA2,WI,5,5
SCUTELLARIA xCHURCHILLIANA,SCCH2,62,NA,5
SECURIGERA VARIA,SEVA4,61,NA,0
SEDUM,SEDUM,58,NA,0
SELAGINELLA APODA,SEAP,59,4,4
SELAGINELLA APODA,SEAP,59,4,4
SELAGINELLA SELAGINOIDES,SESE,MN,10,10
SHEPHERDIA ARGENTEA,SHAR,MI,NA,0
SHEPHERDIA CANADENSIS,SHCA,MI,7,7
SHRUB,2SHRUB,58,NA,Und
SHRUB,2SHRUB,58,NA,Und
SHRUB,2SHRUB,59,NA,Und
SHRUB,2SHRUB,MI,NA,Und
SHRUB,2SHRUB,MN,NA,Und
SHRUB,2SHRUB,WI,NA,Und
"SHRUB, BROADLEAF",2SB,MI,NA,Und
"SHRUB, BROADLEAF, DICOT",2SBD,MI,NA,Und
"SHRUB, DECIDUOUS, BROADLEAF",2SDB,MI,NA,Und
"SHRUB, DECIDUOUS, BROADLEAF, DICOT",2SDBD,MI,NA,Und
SICYOS ANGULATUS,SIAN,MI,2,2
SICYOS ANGULATUS,SIAN,WI,5,5
SISYRINCHIUM ALBIDUM,SIAL3,MI,NA,7
SISYRINCHIUM ANGUSTIFOLIUM,SIAN3,59,3,3
SISYRINCHIUM ANGUSTIFOLIUM,SIAN3,61,2,2
SISYRINCHIUM MONTANUM,SIMO2,83,2,2
SIUM SUAVE,SISU2,58,5,5
SIUM SUAVE,SISU2,58,5,5
SIUM SUAVE,SISU2,59,6,6
SIUM SUAVE,SISU2,59,6,6
SIUM SUAVE,SISU2,59,6,6
SIUM SUAVE,SISU2,59,6,6
SIUM SUAVE,SISU2,61,7,7
SIUM SUAVE,SISU2,82,5,5
SIUM SUAVE,SISU2,83,6,6
SIUM SUAVE,SISU2,83,6,6
SIUM SUAVE,SISU2,MI,5,5
SIUM SUAVE,SISU2,MN,5,5
SIUM SUAVE,SISU2,WI,5,5
SMILAX,SMILA2,MI,NA,6
SMILAX HERBACEA,SMHE,58,6,6
SMILAX HERBACEA,SMHE,58,6,6
SMILAX HERBACEA,SMHE,58,6,6
SMILAX HERBACEA,SMHE,58,6,6
SMILAX HERBACEA,SMHE,59,4,4
SMILAX HERBACEA,SMHE,59,4,4
SMILAX HERBACEA,SMHE,MI,8,8
SMILAX ROTUNDIFOLIA,SMRO,58,4,4
SMILAX ROTUNDIFOLIA,SMRO,58,4,4
SMILAX ROTUNDIFOLIA,SMRO,59,3,3
SMILAX ROTUNDIFOLIA,SMRO,59,3,3
SMILAX ROTUNDIFOLIA,SMRO,59,3,3
SMILAX ROTUNDIFOLIA,SMRO,61,2,2
SMILAX ROTUNDIFOLIA,SMRO,61,2,2
SMILAX ROTUNDIFOLIA,SMRO,MI,6,6
SMILAX TAMNOIDES,SMTA2,IN,NA,3
SMILAX TAMNOIDES,SMTA2,MI,NA,5
SOLANUM,SOLAN,MI,NA,0
SOLANUM DULCAMARA,SODU,58,0,0
SOLANUM DULCAMARA,SODU,58,0,0
SOLANUM DULCAMARA,SODU,58,0,0
SOLANUM DULCAMARA,SODU,58,0,0
SOLANUM DULCAMARA,SODU,58,0,0
SOLANUM DULCAMARA,SODU,59,0,0
SOLANUM DULCAMARA,SODU,59,0,0
SOLANUM DULCAMARA,SODU,59,0,0
SOLANUM DULCAMARA,SODU,59,0,0
SOLANUM DULCAMARA,SODU,61,NA,0
SOLANUM DULCAMARA,SODU,61,NA,0
SOLANUM DULCAMARA,SODU,82,0,0
SOLANUM DULCAMARA,SODU,83,0,0
SOLANUM DULCAMARA,SODU,83,0,0
SOLANUM DULCAMARA,SODU,IN,0,0
SOLANUM DULCAMARA,SODU,MI,0,0
SOLANUM DULCAMARA,SODU,MN,NA,0
SOLANUM DULCAMARA,SODU,WI,0,0
SOLANUM DULCAMARA VAR. DULCAMARA,SODUD,58,NA,0
SOLANUM DULCAMARA VAR. DULCAMARA,SODUD,59,NA,0
SOLANUM DULCAMARA VAR. DULCAMARA,SODUD,59,NA,0
SOLANUM DULCAMARA VAR. DULCAMARA,SODUD,83,NA,0
SOLANUM DULCAMARA VAR. DULCAMARA,SODUD,MN,NA,0
SOLANUM PTYCANTHUM,SOPT7,61,3,3
SOLANUM PTYCANTHUM,SOPT7,WI,NA,1
SOLIDAGO,SOLID,58,NA,2
SOLIDAGO,SOLID,58,NA,6
SOLIDAGO,SOLID,58,NA,6
SOLIDAGO,SOLID,59,NA,5
SOLIDAGO,SOLID,59,NA,3
SOLIDAGO,SOLID,61,NA,5
SOLIDAGO,SOLID,83,NA,6
SOLIDAGO,SOLID,MI,NA,6
SOLIDAGO,SOLID,MN,NA,6
SOLIDAGO,SOLID,WI,NA,6
SOLIDAGO ALTISSIMA,SOAL6,58,2,2
SOLIDAGO ALTISSIMA,SOAL6,58,2,2
SOLIDAGO ALTISSIMA,SOAL6,83,2,2
SOLIDAGO ALTISSIMA,SOAL6,MI,1,1
SOLIDAGO CAESIA,SOCA4,58,6,6
SOLIDAGO CAESIA,SOCA4,83,6,6
SOLIDAGO CANADENSIS,SOCA6,58,2,2
SOLIDAGO CANADENSIS,SOCA6,58,2,2
SOLIDAGO CANADENSIS,SOCA6,58,2,2
SOLIDAGO CANADENSIS,SOCA6,61,2,2
SOLIDAGO CANADENSIS,SOCA6,83,2,2
SOLIDAGO CANADENSIS,SOCA6,IN,NA,1
SOLIDAGO CANADENSIS,SOCA6,MI,1,1
SOLIDAGO CANADENSIS,SOCA6,MN,1,1
SOLIDAGO CANADENSIS,SOCA6,WI,1,1
SOLIDAGO CANADENSIS VAR. CANADENSIS,SOCAC3,58,NA,2
SOLIDAGO CANADENSIS VAR. CANADENSIS,SOCAC3,83,NA,2
SOLIDAGO FLEXICAULIS,SOFL2,58,6,6
SOLIDAGO FLEXICAULIS,SOFL2,83,6,6
