Scientific Name,USDA SYMBOL,CoC Region,CVal Orig,CVal New
CICUTA MACULATA,CIMA2,59,5,5
CICUTA MACULATA,CIMA2,59,5,5
CICUTA MACULATA,CIMA2,61,6,6
CICUTA MACULATA,CIMA2,83,5,5
CICUTA MACULATA,CIMA2,83,5,5
CICUTA MACULATA,CIMA2,MI,4,4
CICUTA MACULATA,CIMA2,MN,5,5
CICUTA MACULATA,CIMA2,WI,6,6
CICUTA MACULATA VAR. MACULATA,CIMAM,59,NA,5
CINNA,CINNA,83,NA,5
CINNA,CINNA,MN,NA,5
CINNA ARUNDINACEA,CIAR2,58,6,6
CINNA ARUNDINACEA,CIAR2,58,6,6
CINNA ARUNDINACEA,CIAR2,59,6,6
CINNA ARUNDINACEA,CIAR2,59,6,6
CINNA ARUNDINACEA,CIAR2,59,6,6
CINNA ARUNDINACEA,CIAR2,61,5,5
CINNA ARUNDINACEA,CIAR2,61,5,5
CINNA ARUNDINACEA,CIAR2,83,7,7
CINNA ARUNDINACEA,CIAR2,IN,4,4
CINNA ARUNDINACEA,CIAR2,MI,7,7
CINNA ARUNDINACEA,CIAR2,MN,5,5
CINNA ARUNDINACEA,CIAR2,WI,5,5
CINNA LATIFOLIA,CILA2,58,5,5
CINNA LATIFOLIA,CILA2,58,5,5
CINNA LATIFOLIA,CILA2,58,5,5
CINNA LATIFOLIA,CILA2,62,7,7
CINNA LATIFOLIA,CILA2,83,6,6
CINNA LATIFOLIA,CILA2,MI,5,5
CINNA LATIFOLIA,CILA2,MN,5,5
CINNA LATIFOLIA,CILA2,WI,7,7
CIRCAEA,CIRCA,83,NA,4
CIRCAEA,CIRCA,WI,NA,2
CIRCAEA ALPINA,CIAL,58,7,7
CIRCAEA ALPINA,CIAL,58,7,7
CIRCAEA ALPINA,CIAL,58,7,7
CIRCAEA ALPINA,CIAL,58,7,7
CIRCAEA ALPINA,CIAL,82,6,6
CIRCAEA ALPINA,CIAL,MI,4,4
CIRCAEA ALPINA,CIAL,MN,NA,6
CIRCAEA ALPINA SSP. ALPINA,CIALA,58,NA,7
CIRCAEA ALPINA SSP. ALPINA,CIALA,MN,NA,6
CIRCAEA LUTETIANA,CILU,58,4,4
CIRCAEA LUTETIANA,CILU,59,4,4
CIRCAEA LUTETIANA,CILU,59,4,4
CIRCAEA LUTETIANA,CILU,61,NA,2
CIRCAEA LUTETIANA,CILU,62,NA,2
CIRCAEA LUTETIANA,CILU,83,4,4
CIRCAEA LUTETIANA,CILU,IN,NA,2
CIRCAEA LUTETIANA,CILU,MI,NA,2
CIRCAEA LUTETIANA,CILU,MN,NA,2
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,58,NA,4
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,59,NA,4
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,59,NA,4
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,62,2,2
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,83,NA,4
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,83,NA,4
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,MI,NA,2
CIRCAEA LUTETIANA SSP. CANADENSIS,CILUC,MN,2,2
CIRSIUM,CIRSI,MI,NA,Und
CIRSIUM,CIRSI,MN,NA,Und
CIRSIUM,CIRSI,WI,NA,Und
CIRSIUM ALTISSIMUM,CIAL2,MI,5,5
CIRSIUM ARVENSE,CIAR4,58,0,0
CIRSIUM ARVENSE,CIAR4,61,NA,0
CIRSIUM ARVENSE,CIAR4,83,0,0
CIRSIUM ARVENSE,CIAR4,IN,0,0
CIRSIUM ARVENSE,CIAR4,MI,0,0
CIRSIUM ARVENSE,CIAR4,MN,0,0
CIRSIUM ARVENSE,CIAR4,WI,0,0
CIRSIUM DISCOLOR,CIDI,MN,NA,4
CIRSIUM MUTICUM,CIMU,IN,8,8
CIRSIUM MUTICUM,CIMU,MI,6,6
CIRSIUM MUTICUM,CIMU,MN,6,6
CIRSIUM MUTICUM,CIMU,WI,8,8
CIRSIUM PALUSTRE,CIPA6,MI,0,0
CIRSIUM PALUSTRE,CIPA6,WI,0,0
CIRSIUM VULGARE,CIVU,59,0,0
CIRSIUM VULGARE,CIVU,MI,0,0
CIRSIUM VULGARE,CIVU,WI,0,0
CLADIUM MARISCOIDES,CLMA,58,7,7
CLADIUM MARISCOIDES,CLMA,82,6,6
CLADIUM MARISCOIDES,CLMA,WI,10,10
CLEMATIS VIRGINIANA,CLVI5,58,3,3
CLEMATIS VIRGINIANA,CLVI5,58,3,3
CLEMATIS VIRGINIANA,CLVI5,58,3,3
CLEMATIS VIRGINIANA,CLVI5,58,3,3
CLEMATIS VIRGINIANA,CLVI5,58,3,3
CLEMATIS VIRGINIANA,CLVI5,59,3,3
CLEMATIS VIRGINIANA,CLVI5,61,3,3
CLEMATIS VIRGINIANA,CLVI5,61,3,3
CLEMATIS VIRGINIANA,CLVI5,62,3,3
CLEMATIS VIRGINIANA,CLVI5,82,3,3
CLEMATIS VIRGINIANA,CLVI5,83,3,3
CLEMATIS VIRGINIANA,CLVI5,83,3,3
CLEMATIS VIRGINIANA,CLVI5,IN,3,3
CLEMATIS VIRGINIANA,CLVI5,MI,4,4
CLEMATIS VIRGINIANA,CLVI5,WI,4,4
CLETHRA ALNIFOLIA,CLAL3,59,5,5
CLETHRA ALNIFOLIA,CLAL3,59,5,5
CLETHRA ALNIFOLIA,CLAL3,59,5,5
CLETHRA ALNIFOLIA,CLAL3,61,5,5
CLINOPODIUM VULGARE,CLVU,62,1,1
CLINOPODIUM VULGARE,CLVU,MI,3,3
CLINTONIA BOREALIS,CLBO3,58,5,5
CLINTONIA BOREALIS,CLBO3,58,5,5
CLINTONIA BOREALIS,CLBO3,58,5,5
CLINTONIA BOREALIS,CLBO3,58,5,5
CLINTONIA BOREALIS,CLBO3,58,5,5
CLINTONIA BOREALIS,CLBO3,83,7,7
CLINTONIA BOREALIS,CLBO3,MI,5,5
CLINTONIA BOREALIS,CLBO3,MN,7,7
CLINTONIA BOREALIS,CLBO3,WI,7,7
COLLINSONIA CANADENSIS,COCA4,61,5,5
COMARUM PALUSTRE,COPA28,58,7,7
COMARUM PALUSTRE,COPA28,58,7,7
COMARUM PALUSTRE,COPA28,83,9,9
COMARUM PALUSTRE,COPA28,MI,NA,7
COMARUM PALUSTRE,COPA28,MN,7,7
COMARUM PALUSTRE,COPA28,WI,8,8
COMPTONIA PEREGRINA,COPE80,59,5,5
CONYZA CANADENSIS,COCA5,59,1,1
CONYZA CANADENSIS,COCA5,MN,NA,1
COPTIS TRIFOLIA,COTR2,58,6,6
COPTIS TRIFOLIA,COTR2,58,6,6
COPTIS TRIFOLIA,COTR2,58,6,6
COPTIS TRIFOLIA,COTR2,58,6,6
COPTIS TRIFOLIA,COTR2,58,6,6
COPTIS TRIFOLIA,COTR2,59,7,7
COPTIS TRIFOLIA,COTR2,59,7,7
COPTIS TRIFOLIA,COTR2,59,7,7
COPTIS TRIFOLIA,COTR2,60,9,9
COPTIS TRIFOLIA,COTR2,62,9,9
COPTIS TRIFOLIA,COTR2,82,6,6
COPTIS TRIFOLIA,COTR2,83,7,7
COPTIS TRIFOLIA,COTR2,MI,5,5
COPTIS TRIFOLIA,COTR2,MN,7,7
COPTIS TRIFOLIA,COTR2,WI,8,8
CORALLORHIZA TRIFIDA,COTR18,MN,NA,6
CORALLORHIZA TRIFIDA,COTR18,WI,7,7
CORNUS,CORNU,61,NA,4
CORNUS,CORNU,MI,NA,6
CORNUS ALTERNIFOLIA,COAL2,59,5,5
CORNUS ALTERNIFOLIA,COAL2,82,4,4
CORNUS ALTERNIFOLIA,COAL2,83,7,7
CORNUS ALTERNIFOLIA,COAL2,IN,8,8
CORNUS ALTERNIFOLIA,COAL2,MI,5,5
CORNUS ALTERNIFOLIA,COAL2,MN,NA,7
CORNUS AMOMUM,COAM2,58,4,4
CORNUS AMOMUM,COAM2,58,4,4
CORNUS AMOMUM,COAM2,58,4,4
CORNUS AMOMUM,COAM2,58,4,4
CORNUS AMOMUM,COAM2,59,4,4
CORNUS AMOMUM,COAM2,59,4,4
CORNUS AMOMUM,COAM2,59,4,4
CORNUS AMOMUM,COAM2,61,4,4
CORNUS AMOMUM,COAM2,61,4,4
CORNUS AMOMUM,COAM2,62,4,4
CORNUS AMOMUM,COAM2,83,5,5
CORNUS AMOMUM,COAM2,IN,10,10
CORNUS AMOMUM,COAM2,MI,2,2
CORNUS AMOMUM,COAM2,MN,NA,4
CORNUS AMOMUM,COAM2,WI,4,4
CORNUS CANADENSIS,COCA13,58,5,5
CORNUS CANADENSIS,COCA13,58,5,5
CORNUS CANADENSIS,COCA13,58,5,5
CORNUS CANADENSIS,COCA13,58,5,5
CORNUS CANADENSIS,COCA13,58,5,5
CORNUS CANADENSIS,COCA13,62,9,9
CORNUS CANADENSIS,COCA13,82,5,5
CORNUS CANADENSIS,COCA13,83,6,6
CORNUS CANADENSIS,COCA13,MI,6,6
CORNUS CANADENSIS,COCA13,MN,6,6
CORNUS CANADENSIS,COCA13,WI,7,7
CORNUS FOEMINA,COFO,MI,1,1
CORNUS OBLIQUA,COOB9,58,4,4
CORNUS OBLIQUA,COOB9,IN,5,5
CORNUS RACEMOSA,CORA6,58,3,3
CORNUS RACEMOSA,CORA6,58,3,3
CORNUS RACEMOSA,CORA6,59,3,3
CORNUS RACEMOSA,CORA6,61,5,5
CORNUS RACEMOSA,CORA6,82,4,4
CORNUS RACEMOSA,CORA6,83,2,2
CORNUS RACEMOSA,CORA6,83,2,2
CORNUS RACEMOSA,CORA6,IN,2,2
CORNUS RACEMOSA,CORA6,MN,2,2
CORNUS RACEMOSA,CORA6,WI,2,2
CORNUS RUGOSA,CORU,58,6,6
CORNUS RUGOSA,CORU,58,6,6
CORNUS RUGOSA,CORU,59,6,6
CORNUS RUGOSA,CORU,WI,7,7
CORNUS SERICEA,COSE16,58,4,4
CORNUS SERICEA,COSE16,58,4,4
CORNUS SERICEA,COSE16,59,5,5
CORNUS SERICEA,COSE16,60,4,4
CORNUS SERICEA,COSE16,61,4,4
CORNUS SERICEA,COSE16,62,4,4
CORNUS SERICEA,COSE16,82,3,3
CORNUS SERICEA,COSE16,83,5,5
CORNUS SERICEA,COSE16,83,5,5
CORNUS SERICEA,COSE16,IN,NA,4
CORNUS SERICEA,COSE16,MI,NA,3
CORNUS SERICEA,COSE16,MN,NA,3
CORNUS SERICEA,COSE16,WI,3,3
CORNUS SERICEA SSP. SERICEA,COSES,58,NA,4
CORNUS SERICEA SSP. SERICEA,COSES,58,NA,4
CORNUS SERICEA SSP. SERICEA,COSES,59,NA,5
CORNUS SERICEA SSP. SERICEA,COSES,82,NA,3
CORNUS SERICEA SSP. SERICEA,COSES,83,NA,5
CORNUS SERICEA SSP. SERICEA,COSES,IN,NA,4
CORNUS SERICEA SSP. SERICEA,COSES,MI,NA,2
CORNUS SERICEA SSP. SERICEA,COSES,MN,NA,3
CORNUS SERICEA SSP. SERICEA,COSES,WI,3,3
CORYLUS,CORYL,WI,NA,5
CORYLUS AMERICANA,COAM3,58,5,5
CORYLUS AMERICANA,COAM3,59,5,5
CORYLUS AMERICANA,COAM3,59,5,5
CORYLUS AMERICANA,COAM3,MI,5,5
CORYLUS AMERICANA,COAM3,MN,3,3
CORYLUS AMERICANA,COAM3,WI,5,5
CORYLUS CORNUTA,COCO6,58,4,4
CORYLUS CORNUTA,COCO6,58,4,4
CORYLUS CORNUTA,COCO6,58,4,4
CORYLUS CORNUTA,COCO6,59,5,5
CORYLUS CORNUTA,COCO6,59,5,5
CORYLUS CORNUTA,COCO6,59,5,5
CORYLUS CORNUTA,COCO6,59,5,5
CORYLUS CORNUTA,COCO6,82,4,4
CORYLUS CORNUTA,COCO6,MI,5,5
CORYLUS CORNUTA,COCO6,MN,NA,5
CORYLUS CORNUTA,COCO6,WI,5,5
CORYLUS CORNUTA VAR. CORNUTA,COCOC2,58,NA,4
CORYLUS CORNUTA VAR. CORNUTA,COCOC2,MN,NA,5
COTONEASTER DIVARICATUS,CODI19,58,NA,0
CRATAEGUS,CRATA,58,NA,3
CRATAEGUS,CRATA,59,NA,3
CRATAEGUS,CRATA,60,NA,3
CRATAEGUS,CRATA,61,NA,3
CRATAEGUS,CRATA,83,NA,4
CRATAEGUS,CRATA,IN,NA,3
CRATAEGUS,CRATA,MI,NA,4
CRATAEGUS,CRATA,MN,NA,4
CRATAEGUS,CRATA,WI,NA,4
CRATAEGUS CRUS-GALLI,CRCR2,61,5,5
CRATAEGUS MOLLIS,CRMO2,IN,2,2
CRYPTOTAENIA CANADENSIS,CRCA9,58,6,6
CRYPTOTAENIA CANADENSIS,CRCA9,IN,3,3
CRYPTOTAENIA CANADENSIS,CRCA9,MI,2,2
CRYPTOTAENIA CANADENSIS,CRCA9,MN,3,3
CRYPTOTAENIA CANADENSIS,CRCA9,WI,4,4
CUSCUTA,CUSCU,59,NA,3
CUSCUTA,CUSCU,61,NA,3
CUSCUTA,CUSCU,62,NA,6
CUSCUTA,CUSCU,MI,NA,3
CUSCUTA,CUSCU,MN,NA,3
CUSCUTA GRONOVII,CUGR,59,NA,3
CUSCUTA GRONOVII,CUGR,59,NA,2
CUSCUTA GRONOVII,CUGR,59,NA,3
CUSCUTA GRONOVII,CUGR,IN,NA,2
CUSCUTA GRONOVII,CUGR,MN,3,3
CUSCUTA GRONOVII VAR. GRONOVII,CUGRG,83,4,4
CYNANCHUM LOUISEAE,CYLO11,83,0,0
CYPERACEAE,CYPERA,IN,NA,Und
CYPERACEAE,CYPERA,MI,NA,Und
CYPERUS,CYPER,59,NA,4
CYPERUS,CYPER,83,NA,4
CYPERUS,CYPER,WI,NA,4
CYPERUS ACUMINATUS,CYAC2,MI,6,6
CYPERUS ESCULENTUS,CYES,MI,1,1
CYPERUS ODORATUS,CYOD,MI,3,3
CYPERUS ODORATUS,CYOD,MN,4,4
CYPERUS STRIGOSUS,CYST,83,3,3
CYPRIPEDIUM,CYPRI,MN,NA,8
CYPRIPEDIUM,CYPRI,WI,NA,8
CYPRIPEDIUM ACAULE,CYAC3,59,6,6
CYPRIPEDIUM ACAULE,CYAC3,MI,5,5
CYPRIPEDIUM ACAULE,CYAC3,MN,8,8
CYPRIPEDIUM ACAULE,CYAC3,WI,7,7
CYPRIPEDIUM PARVIFLORUM,CYPA19,WI,9,9
CYPRIPEDIUM PARVIFLORUM VAR. PUBESCENS,CYPAP3,MN,NA,8
CYPRIPEDIUM REGINAE,CYRE6,MN,8,8
CYSTOPTERIS BULBIFERA,CYBU3,MI,5,5
CYSTOPTERIS BULBIFERA,CYBU3,MN,8,8
CYSTOPTERIS BULBIFERA,CYBU3,WI,8,8
CYSTOPTERIS FRAGILIS,CYFR2,MI,4,4
CYSTOPTERIS PROTRUSA,CYPR4,IN,4,4
DACTYLIS GLOMERATA,DAGL,58,0,0
DACTYLIS GLOMERATA,DAGL,MI,0,0
DALIBARDA REPENS,DARE,58,5,5
DALIBARDA REPENS,DARE,58,5,5
DALIBARDA REPENS,DARE,58,5,5
DALIBARDA REPENS,DARE,82,5,5
DALIBARDA REPENS,DARE,WI,NA,10
DANTHONIA,DANTH,61,NA,4
DANTHONIA COMPRESSA,DACO,59,5,5
DANTHONIA SPICATA,DASP2,58,3,3
DANTHONIA SPICATA,DASP2,MI,4,4
DASIPHORA FRUTICOSA,DAFR6,58,6,6
DASIPHORA FRUTICOSA,DAFR6,MI,NA,8
DASIPHORA FRUTICOSA SSP. FLORIBUNDA,DAFRF,58,NA,6
DASIPHORA FRUTICOSA SSP. FLORIBUNDA,DAFRF,83,NA,8
DAUCUS CAROTA,DACA6,83,0,0
DAUCUS CAROTA,DACA6,MI,0,0
DECODON VERTICILLATUS,DEVE,59,6,6
DECODON VERTICILLATUS,DEVE,59,6,6
DECODON VERTICILLATUS,DEVE,61,8,8
DECODON VERTICILLATUS,DEVE,83,7,7
DECODON VERTICILLATUS,DEVE,MI,7,7
DENNSTAEDTIA,DENNS,61,NA,2
DENNSTAEDTIA PUNCTILOBULA,DEPU2,58,3,3
DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,3,3
DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,3,3
DENNSTAEDTIA PUNCTILOBULA,DEPU2,59,3,3
DENNSTAEDTIA PUNCTILOBULA,DEPU2,62,2,2
DEPARIA ACROSTICHOIDES,DEAC4,MI,6,6
DESMODIUM,DESMO,MI,NA,6
DESMODIUM GLUTINOSUM,DEGL5,MN,NA,6
DESMODIUM GLUTINOSUM,DEGL5,WI,6,6
DESMODIUM NUDIFLORUM,DENU4,MI,NA,7
DIANTHUS ARMERIA,DIAR,MI,0,0
DICHANTHELIUM,DICHA2,58,NA,5
DICHANTHELIUM,DICHA2,59,NA,5
DICHANTHELIUM,DICHA2,61,NA,5
DICHANTHELIUM ACICULARE,DIAC,58,NA,10
DICHANTHELIUM ACUMINATUM,DIAC2,58,4,4
DICHANTHELIUM ACUMINATUM,DIAC2,59,5,5
DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,58,NA,4
DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,59,NA,5
DICHANTHELIUM ACUMINATUM VAR. FASCICULATUM,DIACF,IN,NA,2
DICHANTHELIUM ACUMINATUM VAR. LINDHEIMERI,DIACL,58,8,8
DICHANTHELIUM BOREALE,DIBO,MI,NA,7
DICHANTHELIUM BOREALE,DIBO,WI,5,5
DICHANTHELIUM CLANDESTINUM,DICL,58,3,3
DICHANTHELIUM CLANDESTINUM,DICL,58,3,3
DICHANTHELIUM CLANDESTINUM,DICL,59,3,3
DICHANTHELIUM CLANDESTINUM,DICL,59,3,3
DICHANTHELIUM CLANDESTINUM,DICL,59,3,3
DICHANTHELIUM CLANDESTINUM,DICL,61,2,2
DICHANTHELIUM CLANDESTINUM,DICL,61,2,2
DICHANTHELIUM CLANDESTINUM,DICL,62,2,2
DICHANTHELIUM CLANDESTINUM,DICL,IN,3,3
DICHANTHELIUM CLANDESTINUM,DICL,MI,NA,3
DICHANTHELIUM DICHOTOMUM,DIDI6,59,5,5
DICHANTHELIUM DICHOTOMUM,DIDI6,61,6,6
DICHANTHELIUM LATIFOLIUM,DILA8,58,5,5
DICHANTHELIUM LAXIFLORUM,DILA9,IN,5,5
DIERVILLA LONICERA,DILO,58,5,5
DIERVILLA LONICERA,DILO,58,5,5
DIERVILLA LONICERA,DILO,MI,4,4
DIERVILLA LONICERA,DILO,MN,NA,6
DIERVILLA LONICERA,DILO,WI,6,6
DIOSCOREA VILLOSA,DIVI4,58,6,6
DIOSCOREA VILLOSA,DIVI4,59,7,7
DIOSCOREA VILLOSA,DIVI4,59,7,7
DIOSCOREA VILLOSA,DIVI4,61,5,5
DIRCA PALUSTRIS,DIPA9,83,8,8
DISTICHLIS,DISTI,61,NA,Und
DOELLINGERIA UMBELLATA,DOUM2,58,3,3
DOELLINGERIA UMBELLATA,DOUM2,58,3,3
DOELLINGERIA UMBELLATA,DOUM2,58,3,3
DOELLINGERIA UMBELLATA,DOUM2,58,3,3
DOELLINGERIA UMBELLATA,DOUM2,59,4,4
DOELLINGERIA UMBELLATA,DOUM2,59,4,4
DOELLINGERIA UMBELLATA,DOUM2,82,3,3
DOELLINGERIA UMBELLATA,DOUM2,83,3,3
DOELLINGERIA UMBELLATA,DOUM2,MI,NA,5
DOELLINGERIA UMBELLATA,DOUM2,MN,5,5
DOELLINGERIA UMBELLATA,DOUM2,WI,6,6
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,NA,3
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,NA,3
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,58,NA,3
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,59,NA,4
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,82,NA,2
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,83,NA,3
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,83,NA,3
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,MI,NA,5
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,MN,NA,5
DOELLINGERIA UMBELLATA VAR. UMBELLATA,DOUMU,WI,6,6
DROSERA INTERMEDIA,DRIN3,58,6,6
DROSERA INTERMEDIA,DRIN3,82,5,5
DROSERA INTERMEDIA,DRIN3,WI,8,8
DROSERA LINEARIS,DRLI,WI,10,10
DROSERA ROTUNDIFOLIA,DRRO,58,5,5
DROSERA ROTUNDIFOLIA,DRRO,58,5,5
DROSERA ROTUNDIFOLIA,DRRO,58,5,5
DROSERA ROTUNDIFOLIA,DRRO,58,5,5
DROSERA ROTUNDIFOLIA,DRRO,62,10,10
DROSERA ROTUNDIFOLIA,DRRO,82,4,4
DROSERA ROTUNDIFOLIA,DRRO,MI,6,6
DROSERA ROTUNDIFOLIA,DRRO,MN,NA,8
DROSERA ROTUNDIFOLIA,DRRO,WI,7,7
DROSERA ROTUNDIFOLIA VAR. ROTUNDIFOLIA,DRROR,MN,NA,8
DRYOPTERIS,DRYOP,58,NA,6
DRYOPTERIS,DRYOP,61,NA,8
DRYOPTERIS,DRYOP,MI,NA,9
DRYOPTERIS CAMPYLOPTERA,DRCA3,58,6,6
DRYOPTERIS CAMPYLOPTERA,DRCA3,58,6,6
DRYOPTERIS CAMPYLOPTERA,DRCA3,58,6,6
DRYOPTERIS CAMPYLOPTERA,DRCA3,82,6,6
DRYOPTERIS CARTHUSIANA,DRCA11,58,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,58,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,58,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,58,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,59,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,59,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,59,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,59,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,61,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,61,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,62,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,82,4,4
DRYOPTERIS CARTHUSIANA,DRCA11,83,6,6
DRYOPTERIS CARTHUSIANA,DRCA11,83,6,6
DRYOPTERIS CARTHUSIANA,DRCA11,IN,6,6
DRYOPTERIS CARTHUSIANA,DRCA11,MI,5,5
DRYOPTERIS CARTHUSIANA,DRCA11,MN,6,6
DRYOPTERIS CARTHUSIANA,DRCA11,WI,7,7
DRYOPTERIS CLINTONIANA,DRCL,58,7,7
DRYOPTERIS CLINTONIANA,DRCL,61,9,9
DRYOPTERIS CLINTONIANA,DRCL,82,6,6
DRYOPTERIS CLINTONIANA,DRCL,83,8,8
DRYOPTERIS CLINTONIANA,DRCL,MI,8,8
DRYOPTERIS CLINTONIANA,DRCL,MN,NA,10
DRYOPTERIS CRISTATA,DRCR4,58,6,6
DRYOPTERIS CRISTATA,DRCR4,58,6,6
DRYOPTERIS CRISTATA,DRCR4,58,6,6
DRYOPTERIS CRISTATA,DRCR4,58,6,6
DRYOPTERIS CRISTATA,DRCR4,59,7,7
DRYOPTERIS CRISTATA,DRCR4,59,7,7
DRYOPTERIS CRISTATA,DRCR4,59,7,7
DRYOPTERIS CRISTATA,DRCR4,59,7,7
DRYOPTERIS CRISTATA,DRCR4,61,8,8
DRYOPTERIS CRISTATA,DRCR4,62,8,8
DRYOPTERIS CRISTATA,DRCR4,82,6,6
DRYOPTERIS CRISTATA,DRCR4,83,8,8
DRYOPTERIS CRISTATA,DRCR4,83,8,8
DRYOPTERIS CRISTATA,DRCR4,MI,6,6
DRYOPTERIS CRISTATA,DRCR4,MN,7,7
DRYOPTERIS CRISTATA,DRCR4,WI,7,7
DRYOPTERIS GOLDIEANA,DRGO3,MN,10,10
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,58,4,4
DRYOPTERIS INTERMEDIA,DRIN5,59,4,4
DRYOPTERIS INTERMEDIA,DRIN5,59,4,4
DRYOPTERIS INTERMEDIA,DRIN5,59,4,4
DRYOPTERIS INTERMEDIA,DRIN5,82,4,4
DRYOPTERIS INTERMEDIA,DRIN5,83,5,5
DRYOPTERIS INTERMEDIA,DRIN5,83,5,5
DRYOPTERIS INTERMEDIA,DRIN5,MI,5,5
DRYOPTERIS INTERMEDIA,DRIN5,MN,7,7
DRYOPTERIS INTERMEDIA,DRIN5,WI,7,7
DRYOPTERIS xBOOTTII,DRBO2,59,6,6
DRYOPTERIS xTRIPLOIDEA,DRTR,WI,NA,10
DUCHESNEA INDICA,DUIN2,61,NA,0
DULICHIUM,DULIC,MI,NA,8
DULICHIUM ARUNDINACEUM,DUAR3,58,6,6
DULICHIUM ARUNDINACEUM,DUAR3,58,6,6
DULICHIUM ARUNDINACEUM,DUAR3,58,6,6
DULICHIUM ARUNDINACEUM,DUAR3,58,6,6
DULICHIUM ARUNDINACEUM,DUAR3,58,6,6
DULICHIUM ARUNDINACEUM,DUAR3,59,6,6
DULICHIUM ARUNDINACEUM,DUAR3,59,6,6
DULICHIUM ARUNDINACEUM,DUAR3,59,6,6
DULICHIUM ARUNDINACEUM,DUAR3,59,6,6
DULICHIUM ARUNDINACEUM,DUAR3,60,6,6
DULICHIUM ARUNDINACEUM,DUAR3,61,6,6
DULICHIUM ARUNDINACEUM,DUAR3,62,5,5
DULICHIUM ARUNDINACEUM,DUAR3,82,5,5
DULICHIUM ARUNDINACEUM,DUAR3,83,6,6
DULICHIUM ARUNDINACEUM,DUAR3,83,6,6
DULICHIUM ARUNDINACEUM,DUAR3,MI,8,8
DULICHIUM ARUNDINACEUM,DUAR3,MN,8,8
DULICHIUM ARUNDINACEUM,DUAR3,WI,9,9
DULICHIUM ARUNDINACEUM VAR. ARUNDINACEUM,DUARA,58,NA,6
ECHINOCHLOA CRUS-GALLI,ECCR,59,0,0
ECHINOCHLOA CRUS-GALLI,ECCR,83,0,0
ECHINOCHLOA MURICATA,ECMU2,58,2,2
ECHINOCHLOA MURICATA,ECMU2,WI,1,1
ECHINOCHLOA MURICATA VAR. MURICATA,ECMUM2,83,NA,2
ECHINOCYSTIS LOBATA,ECLO,58,3,3
ECHINOCYSTIS LOBATA,ECLO,82,3,3
ECHINOCYSTIS LOBATA,ECLO,MI,2,2
ECHINOCYSTIS LOBATA,ECLO,MN,2,2
ECHINOCYSTIS LOBATA,ECLO,WI,2,2
ELAEAGNUS ANGUSTIFOLIA,ELAN,MI,0,0
ELAEAGNUS UMBELLATA,ELUM,59,0,0
ELAEAGNUS UMBELLATA,ELUM,83,0,0
ELAEAGNUS UMBELLATA,ELUM,IN,0,0
ELAEAGNUS UMBELLATA,ELUM,MI,0,0
ELATINE,ELATI,58,NA,5
ELATINE MINIMA,ELMI,58,7,7
ELEOCHARIS,ELEOC,58,NA,4
ELEOCHARIS,ELEOC,58,NA,7
ELEOCHARIS,ELEOC,58,NA,4
ELEOCHARIS,ELEOC,59,NA,8
ELEOCHARIS,ELEOC,62,NA,5
ELEOCHARIS,ELEOC,83,NA,8
ELEOCHARIS,ELEOC,MI,NA,8
ELEOCHARIS,ELEOC,MN,NA,8
ELEOCHARIS,ELEOC,WI,NA,8
ELEOCHARIS ACICULARIS,ELAC,58,4,4
ELEOCHARIS ACICULARIS,ELAC,58,4,4
